"Time [ms]","Moving1.Torque [NewtonMeter]"
9.74999999999997,387.866549137908
9.79999999999997,397.887828185653
9.84999999999997,409.477824392767
9.89999999999997,420.650057897815
9.94999999999997,429.515572311392
9.99999999999997,434.505588385379
10.05,435.861400014954
10.1,431.717437713666
10.15,421.101548130778
10.2,405.371148823089
10.25,388.593975842007
10.3,373.482927564347
10.35,362.163466408997
10.4,355.104963255984
10.45,352.757306774076
10.5,354.767544536348
10.55,360.405177073715
10.6,369.693550741977
10.65,382.418563454285
10.7,397.377488054623
10.75,410.60940882815
10.8,421.40114068115
10.85,427.747932482699
10.9,429.305086908496
10.95,424.062783003388
11,413.107758259007
11.05,400.300429718828
11.1,387.050264650905
11.15,376.486669287209
11.2,370.095122823367
11.25,367.871134396941
11.3,370.174412294783
11.35,376.287154565954
11.4,384.9088535718
11.45,394.393722220086
11.5,405.926635219109
11.55,417.072554182463
11.6,426.975117924006
11.65,433.296361218744
11.7,435.867703817312
11.75,433.863405591354
11.8,425.249551452456
11.85,410.963257134472
11.9,393.905760563297
11.95,378.21786607604
12,365.416828479101
12.05,356.81422758926
12.1,352.813755317588
12.15,353.447956607463
12.2,358.115428159238
12.25,366.195805500738
12.3,377.831884950229
12.35,392.538002183347
12.4,406.551619314061
12.45,418.191324232387
12.5,425.980943256154
12.55,429.479148975464
12.6,426.716029142847
12.65,417.325933582024
12.7,404.603947575445
12.75,391.367160906132
12.8,379.648827768366
12.85,371.836454753788
12.8999999999999,368.254710839061
12.9499999999999,368.893541308076
12.9999999999999,373.809190273132
13.0499999999999,381.927042140597
13.0999999999999,391.227778688442
13.1499999999999,401.74531664231
13.1999999999999,413.309375370865
13.2499999999999,424.094403473539
13.2999999999999,431.792960354773
13.3499999999999,435.557859186032
13.3999999999999,435.276827397939
13.4499999999999,428.965702229881
13.4999999999999,416.289788041109
13.5499999999999,399.803749245067
13.5999999999999,383.118749545941
13.6499999999999,369.19855144988
13.6999999999999,359.161472520259
13.7499999999999,353.486861879194
13.7999999999999,352.852863775924
13.8499999999999,356.192487066233
13.8999999999999,363.146950777099
13.9499999999999,373.440573932476
13.9999999999999,387.666722401222
14.0499999999999,401.874602916091
14.0999999999999,414.648388044543
14.1499999999999,424.070461880769
14.1999999999999,429.002848822757
14.2499999999999,428.628515824767
14.2999999999999,421.095734315376
14.3499999999999,409.223809898488
14.3999999999999,395.726558140307
14.4499999999999,383.222820054266
14.4999999999999,373.794879168561
14.5499999999999,368.884044537693
14.5999999999999,368.103653838029
14.6499999999999,371.64018293942
14.6999999999999,378.994743060226
14.7499999999999,387.866549137877
14.7999999999999,397.887828185651
14.8499999999999,409.477824392766
14.8999999999999,420.650057897819
14.9499999999999,429.515572311349
14.9999999999999,434.505588385401
15.0499999999999,435.861400014928
15.0999999999999,431.717437713685
15.1499999999999,421.101548130753
15.1999999999999,405.371148823107
15.2499999999999,388.593975842003
15.2999999999999,373.48292756434
15.3499999999999,362.163466408995
15.3999999999999,355.104963256002
15.4499999999999,352.757306774044
15.4999999999999,354.767544536351
15.5499999999999,360.405177073698
15.5999999999999,369.693550741998
15.6499999999999,382.418563454258
15.6999999999999,397.377488054637
15.7499999999999,410.60940882815
15.7999999999999,421.401140681163
15.8499999999999,427.7479324827
15.8999999999999,429.305086908503
15.9499999999999,424.062783003394
15.9999999999999,413.107758259013
16.0499999999999,400.300429718825
16.0999999999999,387.050264650898
16.1499999999999,376.486669287192
16.2,370.095122823398
16.25,367.871134396942
16.3,370.174412294744
16.35,376.287154565957
16.4,384.908853571832
16.45,394.393722220101
16.5,405.926635219136
16.55,417.07255418248
16.6,426.975117924009
16.65,433.296361218751
16.7,435.867703817324
16.75,433.86340559136
16.8,425.249551452441
16.85,410.963257134473
16.9,393.905760563273
16.95,378.217866076046
17,365.416828479106
17.05,356.814227589241
17.1,352.813755317597
17.15,353.447956607429
17.2,358.115428159231
17.25,366.195805500739
17.3,377.831884950231
17.35,392.538002183377
17.4,406.551619314087
17.45,418.191324232385
17.5,425.980943256129
17.55,429.479148975488
17.6,426.716029142823
17.65,417.325933582003
17.7,404.603947575392
17.75,391.367160906112
17.8,379.648827768353
17.85,371.83645475376
17.9,368.254710839056
17.95,368.893541308086
18,373.80919027309
18.05,381.927042140616
18.1,391.227778688444
18.15,401.745316642325
18.2,413.309375370878
18.25,424.09440347357
18.3,431.792960354777
18.35,435.557859186057
18.4,435.276827397929
18.45,428.965702229848
18.5,416.289788041062
18.55,399.803749245026
18.6,383.118749545876
18.65,369.198551449822
18.7,359.161472520247
18.75,353.486861879258
18.8,352.852863775934
18.85,356.192487066263
18.9,363.146950777111
18.95,373.440573932501
19,387.666722401259
19.05,401.87460291612
19.1,414.648388044575
19.15,424.070461880765
19.2,429.002848822763
19.25,428.628515824761
19.3,421.095734315323
19.35,409.223809898425
19.4,395.726558140272
19.45,383.222820054214
19.5,373.794879168535
19.55,368.884044537693
19.6,368.103653838072
19.65,371.640182939397
19.7000000000001,378.994743060269
19.7500000000001,387.866549137922
19.8000000000001,397.887828185698
19.8500000000001,409.477824392786
19.9000000000001,420.650057897836
19.9500000000001,429.51557231141
20.0000000000001,434.505588385432
20.0500000000001,435.861400014949
20.1000000000001,431.717437713648
20.1500000000001,421.101548130695
20.2000000000001,405.371148823017
20.2500000000001,388.593975841925
20.3000000000001,373.482927564303
20.3500000000001,362.163466408959
20.4000000000001,355.104963255963
20.4500000000001,352.757306774055
20.5000000000001,354.767544536356
20.5500000000001,360.405177073732
20.6000000000001,369.693550742038
20.6500000000001,382.418563454314
20.7000000000001,397.377488054694
20.7500000000001,410.609408828187
20.8000000000001,421.401140681202
20.8500000000001,427.747932482703
20.9000000000001,429.305086908506
20.9500000000001,424.062783003352
21.0000000000001,413.107758258932
21.0500000000001,400.300429718759
21.1000000000001,387.050264650826
21.1500000000001,376.486669287129
21.2000000000001,370.095122823362
21.2500000000001,367.871134397229
21.3000000000001,370.174412294774
21.3500000000001,376.28715456596
21.4000000000001,384.908853571847
21.4500000000001,394.393722220148
21.5000000000001,405.926635219177
21.5500000000001,417.072554182552
21.6000000000001,426.975117924075
21.6500000000001,433.296361218759
21.7000000000001,435.867703817287
21.7500000000001,433.863405591318
21.8000000000001,425.249551452391
21.8500000000001,410.963257134401
21.9000000000001,393.905760563179
21.9500000000001,378.21786607598
22.0000000000001,365.416828479032
22.0500000000001,356.814227589206
22.1000000000001,352.81375531756
22.1500000000001,353.447956607451
22.2000000000001,358.115428159258
22.2500000000001,366.195805500791
22.3000000000001,377.831884950308
22.3500000000001,392.538002183449
22.4000000000001,406.551619314144
22.4500000000001,418.191324232446
22.5000000000001,425.980943256297
22.5500000000001,429.479148975455
22.6000000000001,426.716029142792
22.6500000000001,417.325933581947
22.7000000000001,404.603947575352
22.7500000000001,391.367160906023
22.8000000000001,379.648827768282
22.8500000000001,371.836454753729
22.9000000000001,368.254710839057
22.9500000000001,368.893541308109
23.0000000000001,373.809190273138
23.0500000000001,381.927042140661
23.1000000000001,391.227778688509
23.1500000000001,401.745316642363
23.2000000000002,413.309375370924
23.2500000000002,424.094403473626
23.3000000000002,431.792960354801
23.3500000000002,435.557859186054
23.4000000000002,435.276827397923
23.4500000000002,428.965702229813
23.5000000000002,416.289788041008
23.5500000000002,399.803749244915
23.6000000000002,383.118749545803
23.6500000000002,369.198551449771
23.7000000000002,359.161472520178
23.7500000000002,353.486861879564
23.8000000000002,352.852863775927
23.8500000000002,356.192487066261
23.9000000000002,363.146950777175
23.9500000000002,373.440573932556
24.0000000000002,387.66672240133
24.0500000000002,401.874602916204
24.1000000000002,414.648388044624
24.1500000000002,424.07046188082
24.2000000000002,429.002848822815
24.2500000000002,428.628515824703
24.3000000000002,421.095734315248
24.3500000000002,409.223809898363
24.4000000000002,395.726558140167
24.4500000000002,383.222820054164
24.5000000000002,373.794879168502
24.5500000000002,368.88404453765
24.6000000000002,368.103653838048
24.6500000000002,371.640182939421
24.7000000000002,378.994743060291
24.7500000000002,387.866549137979
24.8000000000002,397.88782818576
24.8500000000002,409.47782439286
24.9000000000002,420.650057897877
24.9500000000002,429.515572311454
25.0000000000002,434.505588385578
25.0500000000002,435.861400014914
25.1000000000002,431.7174377136
25.1500000000002,421.101548130631
25.2000000000002,405.371148822918
25.2500000000002,388.593975841814
25.3000000000002,373.482927564231
25.3500000000002,362.16346640889
25.4000000000002,355.104963255918
25.4500000000002,352.757306774063
25.5000000000002,354.767544536374
25.5500000000002,360.405177073766
25.6000000000002,369.693550742083
25.6500000000002,382.418563454415
25.7000000000002,397.377488054778
25.7500000000002,410.609408828241
25.8000000000002,421.401140681215
25.8500000000002,427.747932482763
25.9000000000002,429.305086908458
25.9500000000002,424.062783003315
26.0000000000002,413.107758258885
26.0500000000002,400.300429718715
26.1000000000002,387.050264650783
26.1500000000002,376.486669287088
26.2000000000002,370.095122823337
26.2500000000002,367.87113439753
26.3000000000002,370.174412294779
26.3500000000002,376.287154566012
26.4000000000002,384.908853571878
26.4500000000002,394.393722220207
26.5000000000002,405.926635219245
26.5500000000002,417.072554182572
26.6,426.975117924073
