"Time [ms]","CoreLoss [mW]"
0,0
0.05,6.20782870715321
0.1,8.08872576164762
0.15,9.44295180411307
0.2,11.094494928505
0.25,14.5330540588487
0.3,18.8560281985432
0.35,21.530373482506
0.4,23.4450508189969
0.45,24.5564121927738
0.5,24.7364616975858
0.55,25.1773814708141
0.6,25.4795050648085
0.65,25.7676062748659
0.7,23.2719212419662
0.75,18.0849839836075
0.8,16.8279423731389
0.85,17.1860704312218
0.9,18.1890672311238
0.95,18.7585508600849
1,20.2996170890643
1.05,24.9955438802298
1.1,27.2403710799036
1.15,28.1071706299727
1.2,29.5619212763194
1.25,29.7626042057635
1.3,29.217697177619
1.35,28.5257598983236
1.4,23.9139442646189
1.45,16.4889531935066
1.5,13.2644310579492
1.55,11.1026712701198
1.6,10.5281769901832
1.65,10.6541603506366
1.7,11.8782120789145
1.75,13.2662710204165
1.8,14.238901725216
1.85,15.1837590281968
1.9,17.8054467671625
1.95,22.274547424752
2,25.2251836734766
2.05,26.8819201909754
2.1,27.6311626207694
2.15,27.17414819877
2.2,26.6798958417817
2.25,26.6302246126061
2.3,27.2107118244198
2.35,26.217203596519
2.4,20.5869602417133
2.45,18.3769927373348
2.5,18.37773821387
2.55,19.3016876276844
2.6,20.1361601474697
2.65,21.0530875907089
2.7,24.9137031913757
2.75,28.3119331336293
2.8,29.8708938749638
2.85,30.1895732913231
2.9,30.0990446941191
2.95,29.4571178138452
3,28.7438782782012
3.05,26.2598111340856
3.1,18.0685415643418
3.15,13.9684436744066
3.2,11.6007912663437
3.25,10.7444721346612
3.3,10.5379025779218
3.35,11.509727274622
3.4,12.9288304686799
3.45,14.143996801688
3.5,14.8951680324672
3.55,16.903788743899
3.6,20.9995406848425
3.65,24.7457824420302
3.7,26.8171457567559
3.75,27.7938274771091
3.8,27.7130434984959
3.85,27.1764599287109
3.9,27.2823733233389
3.95,27.6232935149382
4,27.3227200902281
4.05,22.4246994317713
4.1,18.514717261521
4.15,17.9622219719074
4.2,18.7591101898681
4.25,19.893174729604
4.3,20.4046911608363
4.35,23.2967217240624
