"Time [ms]","CoreLoss [mW]"
0,0
0.04,7.85165040366383
0.08,11.0336845505984
0.12,14.0687184338748
0.16,17.201598261717
0.2,21.6163295371192
0.24,26.4731565892685
0.28,30.3626011479008
0.32,32.1877712790225
0.36,32.2954710387001
0.4,32.0545487289593
0.44,31.8057817930801
0.48,31.734256391189
0.52,27.9361039539128
0.56,19.201148033084
0.6,16.1514857821934
0.64,16.2811531926636
0.68,18.7325568895799
0.72,22.5396712626771
0.76,26.147765521792
0.8,29.874283201379
0.84,34.3015014842764
0.88,37.2590973739603
0.92,38.5631998571543
0.96,38.819021706752
1,38.5167496937235
1.04,37.9432649957446
1.08,32.7864318509409
1.12,19.8200129246241
1.16,14.1983243029556
1.2,11.3143430419264
1.24,10.3489230680552
1.28,10.2189701282079
1.32,11.0558007692372
1.36,13.0285477140714
1.4,15.8153857893476
1.44,18.6179002924162
1.48,21.2468053706694
1.52,24.8819984408391
1.56,29.4658506182809
1.6,33.4386292943401
1.64,35.2390741874794
1.68,34.8599578012143
1.72,33.9607936933539
1.76,33.2796510200645
1.8,32.8516996325417
1.84,31.2277334439945
1.88,23.1806187823693
1.92,18.3941425515915
1.96,17.5498744728159
2,19.2242299210091
2.04,22.8659190689289
2.08,26.4803188772795
2.12,30.1111803961821
2.16,34.8561869829368
2.2,38.3746701273545
2.24,39.3596942051554
2.28,39.3925328427944
2.32,38.7377581693567
2.36,37.8101335338503
2.4,35.3574957467454
2.44,23.4847199709863
2.48,15.7766147083063
2.52,12.3109582426664
2.56,10.6166157515761
2.6,10.4523449460086
2.64,10.8672904973397
2.68,12.4776502215142
2.72,15.0800825177317
2.76,17.9637027981553
2.8,20.7978182187254
2.84,24.052570063301
2.88,28.3605527694408
2.92000000000001,32.764456096965
2.96000000000001,35.7892544785252
3.00000000000001,35.4072584100146
3.04000000000001,34.5957868943657
3.08000000000001,33.8637138174023
3.12000000000001,33.3223163550033
3.16000000000001,32.5158154074892
3.20000000000001,26.2026651190366
3.24000000000001,19.1269777152651
3.28000000000001,17.1377840005288
3.32000000000001,18.0472092052943
3.36000000000001,21.3294231292576
3.40000000000001,25.1843944777957
3.44000000000001,28.9032999087673
3.48000000000001,33.2654343973459
3.52000000000001,37.1644923970708
3.56000000000001,39.1617845828743
3.60000000000001,39.5399839205295
3.64000000000001,39.163876998134
3.68000000000001,38.2265915243033
3.72000000000001,37.1674680219842
3.76000000000001,28.032179109012
3.80000000000001,17.3421082206902
3.84000000000001,13.0452165640371
3.88000000000001,10.6785566968082
3.92000000000001,10.2051487719358
3.96000000000001,10.254446089143
4.00000000000001,11.5847337423688
4.04000000000001,13.9021406046147
4.08000000000001,16.7513688136692
4.12000000000001,19.7335948002307
4.16000000000001,22.9133940525127
4.20000000000001,27.770503537972
4.24000000000001,33.3977702261484
4.28000000000001,38.3903548306355
4.32000000000001,42.5228857353519
4.36000000000001,44.6046733666376
4.40000000000001,45.5611417651853
4.44000000000001,45.7062140299
4.48000000000001,45.1887725746477
4.52000000000001,38.9535178366396
4.56000000000001,26.5582574932421
4.60000000000001,21.8520447072942
4.64000000000001,21.0717927519052
4.68000000000001,23.0841390547999
4.72000000000001,26.9481994804678
4.76000000000001,30.9206015269614
4.80000000000001,35.4522109589061
4.84000000000001,41.483127962148
4.88000000000001,47.002101289345
