"Time [ms]","Moving1.Torque [NewtonMeter]"
0,408.174753549623
0.04,404.440723041112
0.08,397.657528629072
0.12,389.412246784591
0.16,380.523145077476
0.2,371.415523625091
0.24,364.051142537702
0.28,357.998230537053
0.32,354.417611951286
0.36,353.28212810786
0.4,355.181346819502
0.44,360.393508993521
0.48,368.769078508193
0.52,378.943417769308
0.56,387.751991509372
0.6,394.739315544062
0.64,398.648093176431
0.68,398.858137197549
0.72,395.294359183864
0.76,390.636702007614
0.8,384.814037338834
0.84,379.298763144043
0.88,374.83303421262
0.92,371.438856252206
0.96,369.790557394859
1,371.034569296909
1.04,373.728756616168
1.08,379.351390614956
1.12,385.347253197167
1.16,392.225030879339
1.2,399.038793362146
1.24,405.152941684352
1.28,409.011231606329
1.32,409.425435761807
1.36,405.968689407749
1.4,399.821312318261
1.44,392.339265436464
1.48,383.723096962711
1.52,374.798402566445
1.56,366.065914831123
1.6,359.64859670115
1.64,355.240170956117
1.68,353.153800665644
1.72,354.181799598175
1.76,358.524620035431
1.8,365.972560262566
1.84,376.318648408932
1.88,385.721723326855
1.92,393.647789500502
1.96,398.59120998545
2,399.32650659955
2.04,396.615304987177
2.08,392.307990195717
2.12,387.144612022676
2.16,381.591477698847
2.2,376.213132595333
2.24,372.594972142825
2.28,370.566108653295
2.32,370.090947146654
2.36,372.394314223531
2.4,377.035315541118
2.44,383.458374608182
2.48,390.348596009084
2.52,397.125904650099
2.56,403.246930447106
2.6,407.606665627541
2.64,408.654235598409
2.68,406.63630107795
2.72,401.974648769843
2.76,395.339259985494
2.8,386.898315732741
2.84,377.563153563821
2.88,368.371175333375
2.92000000000001,361.334876441719
2.96000000000001,356.186951078586
3.00000000000001,353.377014275851
3.04000000000001,353.372989861817
3.08000000000001,356.595270808335
3.12000000000001,362.907954935822
3.16000000000001,372.135790527825
3.20000000000001,382.334164371305
3.24000000000001,390.732286677828
3.28000000000001,396.728391125071
3.32000000000001,399.278969316145
3.36000000000001,398.233173286821
3.40000000000001,394.731525419108
3.44000000000001,389.226919809817
3.48000000000001,383.162510296246
3.52000000000001,377.508321069266
3.56000000000001,373.386018718249
3.60000000000001,371.123171557811
3.64000000000001,370.446189117038
3.68000000000001,371.878560635295
3.72000000000001,375.674196831679
3.76000000000001,381.385560036358
3.80000000000001,387.4612690451
3.84000000000001,394.495518342932
3.88000000000001,400.919547530512
3.92000000000001,406.406701901543
3.96000000000001,408.762668721993
4.00000000000001,408.174756227391
4.04000000000001,404.440723040924
4.08000000000001,397.657528633339
4.12000000000001,389.412246788592
4.16000000000001,380.523145083137
4.20000000000001,371.415523629521
4.24000000000001,364.051142541692
4.28000000000001,357.998230541188
4.32000000000001,354.417611954625
4.36000000000001,353.282128108603
4.40000000000001,355.181346819376
4.44000000000001,360.393508992385
4.48000000000001,368.769078505518
4.52000000000001,378.943417765867
4.56000000000001,387.751991506918
4.60000000000001,394.73931554238
4.64000000000001,398.648093175689
4.68000000000001,398.85813719892
4.72000000000001,395.29435918525
4.76000000000001,390.636702010535
4.80000000000001,384.814037342235
4.84000000000001,379.298763147371
4.88000000000001,374.833034215752
4.92000000000001,371.438856255261
4.96000000000001,369.7905573968
5.00000000000001,371.034569299735
5.04000000000001,373.72875661678
5.08000000000001,379.351390613922
5.12000000000001,385.347253195642
5.16000000000001,392.225030877329
5.20000000000001,399.038793359302
5.24000000000001,405.152941682161
5.28000000000001,409.011231605354
5.32000000000001,409.425435762528
5.36000000000001,405.968689405544
5.40000000000001,399.821312314664
5.44000000000001,392.339265432349
5.48000000000001,383.723096958369
5.52000000000001,374.798402561641
5.56000000000001,366.065914825798
5.60000000000001,359.648596697383
5.64000000000001,355.240170952736
5.68000000000001,353.153800663664
5.72000000000001,354.181799597665
5.76000000000001,358.524620036355
5.80000000000001,365.972560264795
5.84000000000001,376.318648413045
5.88000000000001,385.721723329422
5.92000000000001,393.64778950287
5.96000000000001,398.591209986132
6.00000000000001,399.326506598481
6.04000000000001,396.615304985454
6.08000000000001,392.307990193219
6.12000000000001,387.144612019793
6.16000000000001,381.591477695468
6.20000000000001,376.213132592588
6.24000000000001,372.594972139508
6.28000000000001,370.566108651661
6.32000000000001,370.090947145029
6.36000000000001,372.394314222753
6.40000000000001,377.035315540579
6.44000000000001,383.458374610083
6.48000000000001,390.348596010607
6.52000000000001,397.125904652429
6.56000000000001,403.246930449286
6.60000000000001,407.60666562895
6.64000000000001,408.654235597919
6.68000000000001,406.636301076978
6.72000000000002,401.974648766632
6.76000000000002,395.339259981813
6.80000000000002,386.89831572818
6.84000000000002,377.563153559159
6.88000000000002,368.371175329085
6.92000000000002,361.334876437659
6.96000000000002,356.186951075346
7.00000000000002,353.377014272946
7.04000000000002,353.372989861675
7.08000000000002,356.595270808414
7.12000000000002,362.907954938209
7.16000000000002,372.135790530639
7.20000000000002,382.334164374377
7.24000000000002,390.732286679639
7.28000000000002,396.728391126804
7.32000000000002,399.278969315301
7.36000000000002,398.233173285456
7.40000000000002,394.731525416672
7.44000000000002,389.226919807291
7.48000000000002,383.162510292287
7.52000000000002,377.508321066606
7.56000000000002,373.386018715519
7.60000000000002,371.123171555605
7.64000000000002,370.446189115203
7.68000000000002,371.878560634619
7.72000000000002,375.674196831805
7.76000000000002,381.385560037214
7.80000000000002,387.461269047289
7.84000000000002,394.495518345081
7.88000000000002,400.919547533815
7.92000000000002,406.406701903116
7.96000000000002,408.762668722473
8.00000000000002,408.174756226343
8.04000000000002,404.44072303819
8.08000000000002,397.657528629039
8.12000000000002,389.412246784598
8.16000000000002,380.523145077455
8.20000000000002,371.415523625038
8.24000000000002,364.051142537679
8.28000000000002,357.998230537018
8.32000000000002,354.417611951285
8.36000000000002,353.282128107861
8.40000000000002,355.181346819482
8.44000000000002,360.393508993533
8.48000000000002,368.769078508211
8.52000000000002,378.943417769335
8.56000000000002,387.751991509398
8.60000000000002,394.739315544063
8.64000000000002,398.648093176431
8.68000000000002,398.858137197521
8.72000000000002,395.294359183861
8.76000000000002,390.636702007616
8.80000000000002,384.81403733881
8.84000000000002,379.298763144007
8.88000000000002,374.833034212617
8.92000000000002,371.438856252197
8.96000000000002,369.790557394827
9.00000000000002,371.034569296927
9.04000000000002,373.728756616159
9.08000000000002,379.351390614978
9.12000000000002,385.34725319721
9.16000000000002,392.225030879318
9.20000000000002,399.038793362157
9.24000000000002,405.152941684376
9.28000000000002,409.01123160633
9.32000000000002,409.425435761799
9.36000000000002,405.968689407765
9.40000000000002,399.82131231827
9.44000000000002,392.339265436448
9.48000000000002,383.723096962695
9.52000000000002,374.798402566422
9.56000000000002,366.065914831134
9.60000000000002,359.648596701138
9.64000000000002,355.240170956111
9.68000000000002,353.153800665655
9.72000000000002,354.181799598195
9.76000000000002,358.524620035461
9.80000000000002,365.972560262578
9.84000000000002,376.318648408984
9.88000000000002,385.721723326851
9.92000000000002,393.647789500479
9.96000000000002,398.591209985433
10,399.326506599552
10.04,396.615304987166
10.08,392.307990195723
10.12,387.144612022685
10.16,381.591477698835
10.2,376.213132595344
10.24,372.594972142795
10.28,370.566108653298
10.32,370.090947146672
10.36,372.394314223527
10.4,377.035315541104
10.44,383.458374608216
10.48,390.348596009093
10.52,397.125904650117
10.56,403.246930447125
10.6,407.606665627574
10.64,408.654235598391
10.68,406.636301077948
10.72,401.974648769852
10.76,395.339259985489
10.8,386.89831573275
10.84,377.563153563828
10.88,368.371175333373
10.92,361.334876441694
10.96,356.186951078555
11,353.377014275883
11.04,353.372989861803
11.08,356.595270808338
11.12,362.907954935881
11.16,372.135790527804
11.2,382.334164371305
11.24,390.732286677845
11.28,396.728391125043
11.32,399.278969316162
11.36,398.233173286825
11.4,394.731525419072
11.44,389.226919809792
11.48,383.162510296206
11.52,377.50832106925
11.56,373.386018718254
11.6,371.123171557783
11.64,370.446189117036
11.68,371.878560635296
11.72,375.6741968317
11.76,381.385560036365
11.8,387.461269045138
11.84,394.495518342933
11.88,400.919547530498
11.92,406.40670190155
