"Time [ms]","CoreLoss [mW]"
0,0
0.0666666666666665,5.62790191979665
0.133333333333333,6.62974836423851
0.199999999999999,7.72943211768297
0.266666666666666,8.95806430244324
0.333333333333332,10.2360877037806
0.399999999999999,12.4215925103792
0.466666666666665,13.8884652874812
0.533333333333332,13.8991475542743
0.599999999999998,14.0794860768694
0.666666666666665,14.4442946514232
0.733333333333331,15.2697973135321
0.799999999999998,16.5326911176506
0.866666666666664,17.9638558289919
0.933333333333331,19.5595188703122
0.999999999999997,19.4375146023955
1.06666666666666,18.3895190005132
1.13333333333333,17.2590493303875
1.2,15.7535030205299
1.26666666666666,15.5927914346087
1.33333333333333,16.0299823507733
1.4,16.8725317503212
1.46666666666666,19.7256679725107
1.53333333333333,19.0795803551542
1.6,18.7163917500173
1.66666666666666,19.1841473020905
1.73333333333333,18.8234914847312
1.8,18.4879697987523
1.86666666666666,18.399240782569
1.93333333333333,15.934314287489
1.99999999999999,14.0279394047682
2.06666666666666,13.0266864062577
2.13333333333333,12.4868985442549
2.19999999999999,12.321505643596
2.26666666666666,12.590783678263
2.33333333333333,12.4447840451357
2.4,12.8559901927431
2.46666666666666,13.9209985048056
2.53333333333333,14.9854927021403
2.6,16.50760527367
2.66666666666666,18.5969482986681
2.73333333333333,18.3052830827877
2.8,17.854256047227
2.86666666666666,18.1358481251793
2.93333333333333,18.4772513973403
3,19.5371758409993
3.06666666666666,20.5011759440961
3.13333333333333,21.9903017937818
3.2,22.4284303312708
3.26666666666666,20.7525100971137
3.33333333333333,19.3843415023703
3.4,17.441138676208
3.46666666666666,16.3984132227209
3.53333333333333,16.7237912482459
3.6,17.3379125773649
3.66666666666666,19.8335351476123
3.73333333333333,20.4424657661701
3.8,19.7611739031419
3.86666666666666,20.1391492369636
3.93333333333333,19.9987278556023
3.99999999999999,19.2839059976531
4.06666666666666,19.330340303812
4.13333333333333,17.7519558616388
4.19999999999999,15.1613528051031
4.26666666666666,13.8485499018625
4.33333333333333,12.7273670036123
4.39999999999999,12.3668349877303
4.46666666666666,12.3322085812436
4.53333333333332,12.3240543084636
4.59999999999999,12.4465021646143
4.66666666666666,13.3332642756764
4.73333333333332,14.468715535006
4.79999999999999,15.6664701165879
4.86666666666666,18.0975361428823
4.93333333333332,18.2874282813189
4.99999999999999,17.9471902457889
5.06666666666666,18.2254061628771
5.13333333333332,18.3274392458976
5.19999999999999,19.1752671367584
5.26666666666665,20.1622967857626
5.33333333333332,21.6924642216349
5.39999999999999,22.9678400766474
5.46666666666665,21.6647425876123
5.53333333333332,20.3876921410536
5.59999999999999,18.6988430940748
5.66666666666665,16.9826321269041
5.73333333333332,16.9485364986378
5.79999999999998,17.2349091231439
5.86666666666665,18.7159054704556
5.93333333333332,20.709529864724
5.99999999999998,19.7746248635103
6.06666666666665,19.6332665532348
6.13333333333332,19.8440473494182
6.19999999999998,19.274975224457
6.26666666666665,19.2882167149098
6.33333333333331,18.9127996067132
6.39999999999998,16.0697846172484
6.46666666666665,14.6649432895864
6.53333333333331,13.4683016928977
6.59999999999998,13.0555488196093
6.66666666666665,12.890694656716
6.73333333333331,13.1073294970623
6.79999999999998,13.0881019126177
6.86666666666664,13.9650116854656
6.93333333333331,15.3212395946755
6.99999999999998,16.8247537701446
7.06666666666664,19.7060517884681
7.13333333333331,21.7827975677123
7.19999999999998,22.4132974398533
7.26666666666664,23.5686144996169
7.33333333333331,24.3417665459932
7.39999999999997,25.0637260396453
7.46666666666664,26.15120041177
7.53333333333331,26.9277144878434
7.59999999999997,26.9978671351385
7.66666666666664,25.4554626841767
7.73333333333331,23.4490145484918
7.79999999999997,21.8840632814205
7.86666666666664,20.0551574152393
7.9333333333333,19.7835619974539
7.99999999999997,20.5563215918901
8.06666666666664,22.0488382659941
8.1333333333333,26.7155893927068
8.19999999999997,28.1241079712481
8.26666666666664,28.9323164397599
8.3333333333333,30.0322625425618
8.39999999999997,29.6973278286064
8.46666666666663,29.1125638895505
8.5333333333333,28.749984182405
8.59999999999997,24.5579800239027
8.66666666666663,20.8685037591497
8.7333333333333,18.2696754537478
8.79999999999997,16.4850125218945
8.86666666666663,15.600313014441
8.9333333333333,15.7000252185383
8.99999999999996,15.5122272331029
9.06666666666663,15.9977204513435
9.1333333333333,17.4066497293014
9.19999999999996,19.0100310948609
9.26666666666663,21.4780488747063
9.3333333333333,24.9536220148018
9.39999999999996,26.04809041835
9.46666666666663,27.3400693685135
9.53333333333329,28.470705354445
9.59999999999996,29.2569946438722
9.66666666666663,30.9271783798263
9.73333333333329,32.2376841588951
9.79999999999996,33.9618913106723
9.86666666666663,33.8913281410934
9.93333333333329,30.6758354097789
9.99999999999996,28.1037498050882
10.0666666666666,25.039038750773
10.1333333333333,23.1500227360868
10.2,23.4165188514471
10.2666666666666,24.2869016512219
10.3333333333333,28.3505280969901
10.4,31.2878349740557
10.4666666666666,31.950998830559
10.5333333333333,33.2806993477081
10.6,33.6552891850041
10.6666666666666,32.9061874537587
10.7333333333333,32.8571383691702
10.8,30.0706525630478
10.8666666666666,25.5185010058185
10.9333333333333,22.7384426847477
11,20.1176883383127
11.0666666666666,18.7542988346715
11.1333333333333,18.0438302722335
11.2,17.9353659676877
11.2666666666666,17.9759744043063
11.3333333333333,19.1401018592195
11.4,20.7707499566198
11.4666666666666,22.7177885985463
11.5333333333333,26.6963762718816
11.5999999999999,28.243704036208
11.6666666666666,29.2322838184745
11.7333333333333,30.6575503357459
11.7999999999999,31.4377034264266
11.8666666666666,32.9894324858021
11.9333333333333,34.3898166637021
11.9999999999999,36.1833613467916
12.0666666666666,37.2830915364175
12.1333333333333,34.5050223837762
12.1999999999999,31.8934386096495
12.2666666666666,29.0686614128907
12.3333333333333,26.1642535410664
12.3999999999999,25.9448899630334
12.4666666666666,26.3344127916643
12.5333333333333,29.023062421858
12.5999999999999,33.6483067643161
12.6666666666666,34.3933231131754
12.7333333333333,35.3171445847004
12.7999999999999,35.9167991041287
12.8666666666666,34.8079495591278
12.9333333333333,34.2930526637622
12.9999999999999,32.8860349772571
13.0666666666666,27.5939924496529
