"Time [ms]","StrandedLoss [kW]"
7.79999999999998,6.97939529967867
7.84999999999998,6.97939529976543
7.89999999999998,6.97939529985734
7.94999999999998,6.97939529995403
7.99999999999998,6.97939530005512
8.04999999999998,6.97939530016021
8.09999999999998,6.9793953002689
8.14999999999998,6.97939530038075
8.19999999999998,6.97939530049532
8.24999999999998,6.97939530061215
8.29999999999998,6.97939530073078
8.34999999999998,6.97939530085076
8.39999999999998,6.9793953009716
8.44999999999998,6.97939530109282
8.49999999999998,6.97939530121395
8.54999999999998,6.97939530133454
8.59999999999998,6.97939530145406
8.64999999999998,6.97939530157205
8.69999999999998,6.97939530168806
8.74999999999997,6.97939530180166
8.79999999999997,6.97939530191234
8.84999999999997,6.97939530201971
8.89999999999997,6.97939530212332
8.94999999999997,6.97939530222278
8.99999999999997,6.97939530231768
9.04999999999997,6.97939530240767
9.09999999999997,6.97939530249236
9.14999999999997,6.97939530257146
9.19999999999997,6.9793953026446
9.24999999999997,6.97939530271155
9.29999999999997,6.97939530277203
9.34999999999997,6.97939530282577
9.39999999999997,6.97939530287257
9.44999999999997,6.97939530291228
9.49999999999997,6.9793953029447
9.54999999999997,6.97939530296974
9.59999999999997,6.97939530298727
9.64999999999997,6.97939530299722
9.69999999999997,6.97939530299956
9.74999999999997,6.97939530299431
9.79999999999997,6.97939530298146
9.84999999999997,6.97939530296105
9.89999999999997,6.97939530293318
9.94999999999997,6.97939530289796
9.99999999999997,6.97939530285552
10.05,6.97939530280603
10.1,6.9793953027497
10.15,6.97939530268672
10.2,6.97939530261737
10.25,6.97939530254192
10.3,6.97939530246064
10.35,6.97939530237389
10.4,6.97939530228198
10.45,6.97939530218529
10.5,6.97939530208418
10.55,6.9793953019791
10.6,6.9793953018704
10.65,6.97939530175857
10.7,6.97939530164401
10.75,6.97939530152717
10.8,6.97939530140853
10.85,6.97939530128856
10.9,6.97939530116773
10.95,6.97939530104649
11,6.97939530092536
11.05,6.9793953008048
11.1,6.97939530068526
11.15,6.97939530056727
11.2,6.97939530045125
11.25,6.97939530033767
11.3,6.97939530022698
11.35,6.97939530011961
11.4,6.979395300016
11.45,6.97939529991654
11.5,6.97939529982164
11.55,6.97939529973166
11.6,6.97939529964694
11.65,6.97939529956786
11.7,6.97939529949471
11.75,6.97939529942776
11.8,6.9793952993673
11.85,6.97939529931354
11.9,6.97939529926674
11.95,6.97939529922705
12,6.97939529919462
12.05,6.97939529916958
12.1,6.97939529915205
12.15,6.9793952991421
12.2,6.97939529913974
12.25,6.97939529914501
12.3,6.97939529915786
12.35,6.97939529917827
12.4,6.97939529920614
12.45,6.97939529924135
12.5,6.97939529928381
12.55,6.97939529933329
12.6,6.97939529938963
12.65,6.97939529945259
12.7,6.97939529952195
12.75,6.9793952995974
12.8,6.97939529967867
12.85,6.97939529976544
12.8999999999999,6.97939529985734
12.9499999999999,6.97939529995404
12.9999999999999,6.97939530005513
13.0499999999999,6.97939530016022
13.0999999999999,6.97939530026891
13.1499999999999,6.97939530038077
13.1999999999999,6.97939530049532
13.2499999999999,6.97939530061215
13.2999999999999,6.9793953007308
13.3499999999999,6.97939530085077
13.3999999999999,6.97939530097161
13.4499999999999,6.97939530109283
13.4999999999999,6.97939530121398
13.5499999999999,6.97939530133454
13.5999999999999,6.97939530145405
13.6499999999999,6.97939530157206
13.6999999999999,6.97939530168807
13.7499999999999,6.97939530180165
13.7999999999999,6.97939530191235
13.8499999999999,6.97939530201972
13.8999999999999,6.97939530212333
13.9499999999999,6.97939530222279
13.9999999999999,6.97939530231769
14.0499999999999,6.97939530240766
14.0999999999999,6.97939530249237
14.1499999999999,6.97939530257145
14.1999999999999,6.97939530264462
14.2499999999999,6.97939530271157
14.2999999999999,6.97939530277202
14.3499999999999,6.97939530282577
14.3999999999999,6.97939530287258
14.4499999999999,6.97939530291228
14.4999999999999,6.9793953029447
14.5499999999999,6.97939530296973
14.5999999999999,6.97939530298727
14.6499999999999,6.97939530299722
14.6999999999999,6.97939530299957
14.7499999999999,6.97939530299431
14.7999999999999,6.97939530298146
14.8499999999999,6.97939530296106
14.8999999999999,6.97939530293319
14.9499999999999,6.97939530289794
14.9999999999999,6.97939530285553
15.0499999999999,6.97939530280603
15.0999999999999,6.9793953027497
15.1499999999999,6.97939530268673
15.1999999999999,6.97939530261737
15.2499999999999,6.9793953025419
15.2999999999999,6.97939530246065
15.3499999999999,6.97939530237389
15.3999999999999,6.97939530228197
15.4499999999999,6.97939530218529
15.4999999999999,6.9793953020842
15.5499999999999,6.97939530197911
15.5999999999999,6.97939530187042
15.6499999999999,6.97939530175856
15.6999999999999,6.979395301644
15.7499999999999,6.97939530152716
15.7999999999999,6.97939530140853
15.8499999999999,6.97939530128855
15.8999999999999,6.97939530116771
15.9499999999999,6.97939530104649
15.9999999999999,6.97939530092536
16.0499999999999,6.97939530080479
16.0999999999999,6.97939530068527
16.1499999999999,6.97939530056727
16.2,6.97939530045124
16.25,6.97939530033767
16.3,6.97939530022697
16.35,6.97939530011961
16.4,6.979395300016
16.45,6.97939529991653
16.5,6.97939529982163
16.55,6.97939529973166
16.6,6.97939529964694
16.65,6.97939529956785
16.7,6.97939529949471
16.75,6.97939529942776
16.8,6.9793952993673
16.85,6.97939529931355
16.9,6.97939529926674
16.95,6.97939529922704
17,6.97939529919461
17.05,6.9793952991696
17.1,6.97939529915206
17.15,6.97939529914209
17.2,6.97939529913975
17.25,6.979395299145
17.3,6.97939529915786
17.35,6.97939529917827
17.4,6.97939529920614
17.45,6.97939529924136
17.5,6.97939529928379
17.55,6.97939529933328
17.6,6.97939529938962
17.65,6.97939529945259
17.7,6.97939529952195
17.75,6.9793952995974
17.8,6.97939529967867
17.85,6.97939529976543
17.9,6.97939529985734
17.95,6.97939529995403
18,6.97939530005513
18.05,6.97939530016022
18.1,6.97939530026891
18.15,6.97939530038075
18.2,6.97939530049532
18.25,6.97939530061216
18.3,6.9793953007308
18.35,6.97939530085077
18.4,6.97939530097162
18.45,6.97939530109283
18.5,6.97939530121397
18.55,6.97939530133453
18.6,6.97939530145404
18.65,6.97939530157205
18.7,6.97939530168807
18.75,6.97939530180164
18.8,6.97939530191234
18.85,6.97939530201973
18.9,6.97939530212333
18.95,6.97939530222277
19,6.97939530231768
19.05,6.97939530240767
19.1,6.97939530249237
19.15,6.97939530257145
19.2,6.97939530264461
19.25,6.97939530271154
19.3,6.97939530277202
19.35,6.97939530282577
19.4,6.97939530287258
19.45,6.97939530291228
19.5,6.97939530294472
19.55,6.97939530296974
19.6,6.97939530298726
19.65,6.97939530299722
19.7000000000001,6.97939530299958
19.7500000000001,6.97939530299431
19.8000000000001,6.97939530298146
19.8500000000001,6.97939530296106
19.9000000000001,6.97939530293317
19.9500000000001,6.97939530289796
20.0000000000001,6.97939530285552
20.0500000000001,6.97939530280603
20.1000000000001,6.9793953027497
20.1500000000001,6.97939530268673
20.2000000000001,6.97939530261737
20.2500000000001,6.97939530254191
20.3000000000001,6.97939530246064
20.3500000000001,6.97939530237388
20.4000000000001,6.97939530228197
20.4500000000001,6.97939530218529
20.5000000000001,6.97939530208419
20.5500000000001,6.97939530197911
20.6000000000001,6.97939530187041
20.6500000000001,6.97939530175858
20.7000000000001,6.979395301644
20.7500000000001,6.97939530152716
20.8000000000001,6.97939530140853
20.8500000000001,6.97939530128854
20.9000000000001,6.97939530116772
20.9500000000001,6.97939530104648
21.0000000000001,6.97939530092535
21.0500000000001,6.97939530080478
21.1000000000001,6.97939530068528
21.1500000000001,6.97939530056726
21.2000000000001,6.97939530045124
21.2500000000001,6.97939530033767
21.3000000000001,6.97939530022698
21.3500000000001,6.97939530011963
21.4000000000001,6.97939530001599
21.4500000000001,6.97939529991655
21.5000000000001,6.97939529982163
21.5500000000001,6.97939529973164
21.6000000000001,6.97939529964695
21.6500000000001,6.97939529956787
21.7000000000001,6.97939529949471
21.7500000000001,6.97939529942776
21.8000000000001,6.9793952993673
21.8500000000001,6.97939529931356
21.9000000000001,6.97939529926675
21.9500000000001,6.97939529922703
22.0000000000001,6.97939529919461
22.0500000000001,6.97939529916958
22.1000000000001,6.97939529915207
22.1500000000001,6.97939529914211
22.2000000000001,6.97939529913976
22.2500000000001,6.97939529914501
22.3000000000001,6.97939529915788
22.3500000000001,6.97939529917827
22.4000000000001,6.97939529920615
22.4500000000001,6.97939529924137
22.5000000000001,6.9793952992838
22.5500000000001,6.97939529933329
22.6000000000001,6.97939529938962
22.6500000000001,6.9793952994526
22.7000000000001,6.97939529952194
22.7500000000001,6.97939529959741
22.8000000000001,6.97939529967867
22.8500000000001,6.97939529976543
22.9000000000001,6.97939529985733
22.9500000000001,6.97939529995402
23.0000000000001,6.97939530005512
23.0500000000001,6.97939530016021
23.1000000000001,6.97939530026891
23.1500000000001,6.97939530038076
23.2000000000002,6.97939530049532
23.2500000000002,6.97939530061215
23.3000000000002,6.97939530073077
23.3500000000002,6.97939530085075
23.4000000000002,6.9793953009716
23.4500000000002,6.97939530109282
23.5000000000002,6.97939530121395
23.5500000000002,6.97939530133452
23.6000000000002,6.97939530145404
23.6500000000002,6.97939530157205
23.7000000000002,6.97939530168807
23.7500000000002,6.97939530180164
23.8000000000002,6.97939530191232
23.8500000000002,6.97939530201969
23.9000000000002,6.97939530212332
23.9500000000002,6.97939530222278
24.0000000000002,6.97939530231768
24.0500000000002,6.97939530240765
24.1000000000002,6.97939530249236
24.1500000000002,6.97939530257145
24.2000000000002,6.9793953026446
24.2500000000002,6.97939530271154
24.3000000000002,6.97939530277201
24.3500000000002,6.97939530282575
24.4000000000002,6.97939530287257
24.4500000000002,6.97939530291227
24.5000000000002,6.97939530294469
24.5500000000002,6.97939530296974
24.6000000000002,6.97939530298726
24.6500000000002,6.97939530299722
24.7000000000002,6.97939530299958
24.7500000000002,6.97939530299431
24.8000000000002,6.97939530298145
24.8500000000002,6.97939530296105
24.9000000000002,6.97939530293319
24.9500000000002,6.97939530289796
25.0000000000002,6.97939530285552
25.0500000000002,6.97939530280602
25.1000000000002,6.97939530274971
25.1500000000002,6.97939530268673
25.2000000000002,6.97939530261738
25.2500000000002,6.97939530254191
25.3000000000002,6.97939530246064
25.3500000000002,6.9793953023739
25.4000000000002,6.97939530228199
25.4500000000002,6.97939530218529
25.5000000000002,6.97939530208421
25.5500000000002,6.97939530197912
25.6000000000002,6.97939530187043
25.6500000000002,6.97939530175857
25.7000000000002,6.97939530164401
25.7500000000002,6.97939530152719
25.8000000000002,6.97939530140854
25.8500000000002,6.97939530128857
25.9000000000002,6.97939530116772
25.9500000000002,6.9793953010465
26.0000000000002,6.97939530092537
26.0500000000002,6.97939530080481
26.1000000000002,6.97939530068528
26.1500000000002,6.97939530056728
26.2000000000002,6.97939530045126
26.2500000000002,6.97939530033769
26.3000000000002,6.97939530022699
26.3500000000002,6.97939530011963
26.4000000000002,6.97939530001602
26.4500000000002,6.97939529991655
26.5000000000002,6.97939529982165
26.5500000000002,6.97939529973166
26.6,6.97939529964697
