"Time [ms]","Moving1.Torque [NewtonMeter] - Thet_deg='45'"
0,382.495030313459
0.0666666666666665,388.654577889906
0.133333333333333,390.573453423636
0.199999999999999,389.320573380762
0.266666666666666,387.606965255967
0.333333333333332,387.490931108738
0.399999999999999,388.891011617604
0.466666666666665,388.212630171967
0.533333333333332,383.374521798979
0.599999999999998,375.990945021924
0.666666666666665,368.624661833204
0.733333333333331,362.792273716995
0.799999999999998,359.36117504411
0.866666666666664,357.722102905174
0.933333333333331,358.869420100029
0.999999999999997,363.228195918537
1.06666666666666,370.807333816925
1.13333333333333,380.550538802904
1.2,386.792496848775
1.26666666666666,388.87244581253
1.33333333333333,389.448082876237
1.4,390.638609368145
1.46666666666666,395.217553010066
1.53333333333333,398.067701631256
1.6,396.82234723719
1.66666666666666,391.847094633384
1.73333333333333,384.575787996153
1.8,377.854465971248
1.86666666666666,373.650485108823
1.93333333333333,370.980387672545
1.99999999999999,369.630370951802
2.06666666666666,369.80850129975
2.13333333333333,373.242611111612
2.19999999999999,380.138060493659
2.26666666666666,387.160057344583
2.33333333333333,390.620623949918
2.4,390.116845419386
2.46666666666666,388.640096356494
2.53333333333333,387.745438072259
2.6,388.44525968534
2.66666666666666,388.998005223359
2.73333333333333,384.937214332696
2.8,378.446917957891
2.86666666666666,370.652214702292
2.93333333333333,363.907126879637
3,360.133424494901
3.06666666666666,358.186591216968
3.13333333333333,358.072278081675
3.2,361.091753043066
3.26666666666666,368.011754421786
3.33333333333333,377.481221845618
3.4,385.388684372926
3.46666666666666,388.599186541868
3.53333333333333,389.115736192151
3.6,389.463628854723
3.66666666666666,393.285746885935
3.73333333333333,397.294221360302
3.8,397.336802176008
3.86666666666666,393.744570561001
3.93333333333333,387.125174314157
3.99999999999999,380.225215456562
4.06666666666666,375.043054588739
4.13333333333333,371.999265996791
4.19999999999999,369.805708852547
4.26666666666666,369.470467102425
4.33333333333333,371.852394686647
4.39999999999999,377.420370254453
4.46666666666666,384.746392823598
4.53333333333332,389.738345833941
4.59999999999999,390.150801130271
4.66666666666666,388.954114907185
4.73333333333332,387.842155908807
4.79999999999999,388.057302137346
4.86666666666666,389.514756520834
4.93333333333332,387.256516628077
4.99999999999999,381.203319627503
5.06666666666666,373.323982537925
5.13333333333332,366.118135784947
5.19999999999999,361.237487541969
5.26666666666665,358.547161923392
5.33333333333332,358.003976758191
5.39999999999999,359.823577077736
5.46666666666665,365.168162016006
5.53333333333332,374.364176581286
5.59999999999999,383.469919360374
5.66666666666665,388.009174604762
5.73333333333332,389.203535959596
5.79999999999998,389.555727390966
5.86666666666665,391.714076245536
5.93333333333332,396.298343242582
5.99999999999998,397.674558147187
6.06666666666665,394.967933941124
6.13333333333332,389.424103382442
6.19999999999998,382.112768548249
6.26666666666665,375.931611958726
6.33333333333331,372.639473856311
6.39999999999998,370.456741129297
6.46666666666665,369.341901165543
6.53333333333331,370.367930428819
6.59999999999998,375.31225014367
6.66666666666665,382.495090527578
6.73333333333331,388.654577820698
6.79999999999998,390.573453424447
6.86666666666664,389.320573374656
6.93333333333331,387.606965251999
6.99999999999998,387.490931106513
7.06666666666664,388.891011613679
7.13333333333331,388.212630156122
7.19999999999998,383.374521777994
7.26666666666664,375.990944998172
7.33333333333331,368.624661810228
7.39999999999997,362.792273700779
7.46666666666664,359.361175033783
7.53333333333331,357.722102901807
7.59999999999997,358.869420103322
7.66666666666664,363.228195928323
7.73333333333331,370.807333833807
7.79999999999997,380.550538819126
7.86666666666664,386.792496855011
7.9333333333333,388.872445808787
7.99999999999997,389.448082871051
8.06666666666664,390.638609367409
8.1333333333333,395.217553011892
