"Time [ms]","Moving1.Torque [NewtonMeter] - Thet_deg='45'"
8.19999999999997,398.067701624701
8.26666666666664,396.822347222523
8.3333333333333,391.847094692737
8.39999999999997,384.575787974862
8.46666666666663,377.854465954319
8.5333333333333,373.650485095997
8.59999999999997,370.980387663568
8.66666666666663,369.63037094784
8.7333333333333,369.808501301318
8.79999999999997,373.242611120152
8.86666666666663,380.138060509214
8.9333333333333,387.160057355424
8.99999999999996,390.62062395101
9.06666666666663,390.116845416702
9.1333333333333,388.640096351948
9.19999999999996,387.745438072349
9.26666666666663,388.445259684725
9.3333333333333,388.998005212588
9.39999999999996,384.937214318346
9.46666666666663,378.446917936119
9.53333333333329,370.652214680809
9.59999999999996,363.907126858826
9.66666666666663,360.133424481607
9.73333333333329,358.186591208344
9.79999999999996,358.072278077591
9.86666666666663,361.091753048248
9.93333333333329,368.011754437715
9.99999999999996,377.481221756737
10.0666666666666,385.38868438526
10.1333333333333,388.599186544578
10.2,389.115736188069
10.2666666666666,389.463628853732
10.3333333333333,393.285746888234
10.4,397.294221356223
10.4666666666666,397.336802161049
10.5333333333333,393.744570540494
10.6,387.125174290331
10.6666666666666,380.225215433935
10.7333333333333,375.043054573596
10.8,371.999265987487
10.8666666666666,369.805708849756
10.9333333333333,369.470467105883
11,371.852394696418
11.0666666666666,377.420370270516
11.1333333333333,384.746392838002
11.2,389.738345839135
11.2666666666666,390.15080112454
11.3333333333333,388.954114900096
11.4,387.842155904276
11.4666666666666,388.057302136142
11.5333333333333,389.514756515387
11.5999999999999,387.256516612983
11.6666666666666,381.203319685554
11.7333333333333,373.323982516719
11.7999999999999,366.118135767209
11.8666666666666,361.237487528098
11.9333333333333,358.547161913861
11.9999999999999,358.003976753657
12.0666666666666,359.823577079104
12.1333333333333,365.168162024833
12.1999999999999,374.364176598495
12.2666666666666,383.469919371714
12.3333333333333,388.009174607197
12.3999999999999,389.203535958719
12.4666666666666,389.55572738886
12.5333333333333,391.714076250321
12.5999999999999,396.29834324362
12.6666666666666,397.674558136888
12.7333333333333,394.967933927691
12.7999999999999,389.424103360815
12.8666666666666,382.112768526858
12.9333333333333,375.931611938826
12.9999999999999,372.639473843766
13.0666666666666,370.456741121663
13.1333333333333,369.341901161739
13.1999999999999,370.367930433553
13.2666666666666,375.312250159246
13.3333333333333,382.495090450811
13.3999999999999,388.654577808692
13.4666666666666,390.57345342357
13.5333333333333,389.320573380787
13.5999999999999,387.606965255943
13.6666666666666,387.490931108726
13.7333333333333,388.891011617602
13.7999999999999,388.21263017196
13.8666666666666,383.374521798965
13.9333333333333,375.990945021957
13.9999999999999,368.624661833232
14.0666666666666,362.792273717036
14.1333333333333,359.361175044094
14.1999999999999,357.722102905164
14.2666666666666,358.869420099995
14.3333333333333,363.2281959185
14.3999999999999,370.807333816924
14.4666666666666,380.550538802871
14.5333333333333,386.792496848762
14.5999999999999,388.872445812602
14.6666666666666,389.448082876257
14.7333333333333,390.638609368137
14.7999999999999,395.217553010069
14.8666666666666,398.067701631249
14.9333333333333,396.822347237187
14.9999999999999,391.847094633314
15.0666666666666,384.575787996179
15.1333333333333,377.854465971225
15.1999999999999,373.650485108835
15.2666666666666,370.980387672574
15.3333333333333,369.630370951837
15.3999999999999,369.808501299775
15.4666666666666,373.242611111574
15.5333333333333,380.138060493629
15.5999999999999,387.160057344562
15.6666666666666,390.620623949894
15.7333333333333,390.116845419357
15.7999999999999,388.640096356514
15.8666666666666,387.745438072286
15.9333333333333,388.445259685341
15.9999999999999,388.998005223388
16.0666666666666,384.937214332725
16.1333333333333,378.446917957921
16.1999999999999,370.652214702307
16.2666666666666,363.907126879645
16.3333333333333,360.13342449495
16.3999999999999,358.186591216943
16.4666666666666,358.072278081662
16.5333333333333,361.091753043052
16.5999999999999,368.011754421752
16.6666666666666,377.481221845762
16.7333333333333,385.388684372867
16.7999999999999,388.59918654187
16.8666666666666,389.115736192149
16.9333333333333,389.463628854748
16.9999999999999,393.285746885931
17.0666666666666,397.294221360318
17.1333333333333,397.336802176033
17.1999999999999,393.744570560997
17.2666666666666,387.125174314222
17.3333333333332,380.225215456586
17.3999999999999,375.043054588757
17.4666666666666,371.999265996819
17.5333333333332,369.805708852569
17.5999999999999,369.470467102423
17.6666666666666,371.852394686642
17.7333333333332,377.420370254439
17.7999999999999,384.746392823552
17.8666666666666,389.738345833927
17.9333333333332,390.150801130258
17.9999999999999,388.954114907182
18.0666666666666,387.842155908841
18.1333333333332,388.057302137359
18.1999999999999,389.514756520822
18.2666666666666,387.256516628122
18.3333333333332,381.2033196274
18.3999999999999,373.32398253795
18.4666666666666,366.118135785001
18.5333333333332,361.237487541964
18.5999999999999,358.547161923424
18.6666666666666,358.003976758179
18.7333333333332,359.823577077736
18.7999999999999,365.168162016017
18.8666666666666,374.36417658124
18.9333333333332,383.469919360328
18.9999999999999,388.00917460475
19.0666666666666,389.203535959613
19.1333333333332,389.555727390953
19.1999999999999,391.714076245526
19.2666666666666,396.298343242565
19.3333333333332,397.674558147217
19.3999999999999,394.967933941159
19.4666666666666,389.424103382472
19.5333333333332,382.112768548276
19.5999999999999,375.931611958763
19.6666666666666,372.639473856363
19.7333333333332,370.456741129301
19.7999999999999,369.341901165566
19.8666666666666,370.367930428795
19.9333333333332,375.312250143653
19.9999999999999,382.495090527682
20.0666666666666,388.654577820731
20.1333333333332,390.573453424494
20.1999999999999,389.320573374724
20.2666666666666,387.606965252032
20.3333333333332,387.490931106518
20.3999999999999,388.891011613667
20.4666666666666,388.212630156135
20.5333333333332,383.374521778017
20.5999999999999,375.990944998209
20.6666666666666,368.624661810281
20.7333333333332,362.792273700779
20.7999999999999,359.361175033795
20.8666666666666,357.722102901821
20.9333333333332,358.86942010328
20.9999999999999,363.228195928274
21.0666666666666,370.807333833817
21.1333333333332,380.550538819095
21.1999999999999,386.792496854993
21.2666666666666,388.872445808787
21.3333333333332,389.448082871056
21.3999999999999,390.638609367405
21.4666666666666,395.21755301192
21.5333333333332,398.067701624674
21.5999999999999,396.822347222589
21.6666666666666,391.847094692671
21.7333333333332,384.575787974844
21.7999999999999,377.854465954306
21.8666666666666,373.650485096025
21.9333333333332,370.980387663599
21.9999999999999,369.630370947825
22.0666666666666,369.808501301336
22.1333333333332,373.242611120129
22.1999999999999,380.138060509178
22.2666666666666,387.160057355406
22.3333333333332,390.620623951027
22.3999999999999,390.116845416721
22.4666666666666,388.640096351932
22.5333333333332,387.745438072382
22.5999999999999,388.445259684728
22.6666666666666,388.998005212582
22.7333333333332,384.937214318351
22.7999999999999,378.446917936161
22.8666666666665,370.652214680787
22.9333333333332,363.90712685883
22.9999999999999,360.133424481611
23.0666666666665,358.186591208324
23.1333333333332,358.072278077615
23.1999999999999,361.091753048263
23.2666666666665,368.011754437699
23.3333333333332,377.48122175674
23.3999999999999,385.388684385237
23.4666666666665,388.599186544584
23.5333333333332,389.115736188094
23.5999999999999,389.463628853738
23.6666666666665,393.285746888214
23.7333333333332,397.294221356211
23.7999999999999,397.336802161012
23.8666666666665,393.744570540484
23.9333333333332,387.125174290322
23.9999999999999,380.225215433905
24.0666666666665,375.043054573596
24.1333333333332,371.999265987452
24.1999999999999,369.805708849743
24.2666666666665,369.470467105878
24.3333333333332,371.852394696434
24.3999999999999,377.420370270494
24.4666666666665,384.746392838017
24.5333333333332,389.738345839159
24.5999999999999,390.15080112453
24.6666666666665,388.954114900119
24.7333333333332,387.842155904278
24.7999999999999,388.057302136151
24.8666666666665,389.514756515366
24.9333333333332,387.25651661299
24.9999999999999,381.203319685552
25.0666666666665,373.323982516724
25.1333333333332,366.118135767195
25.1999999999999,361.237487528096
25.2666666666665,358.547161913833
25.3333333333332,358.003976753658
25.3999999999999,359.823577079104
25.4666666666665,365.168162024848
25.5333333333332,374.364176598479
25.5999999999999,383.469919371727
25.6666666666665,388.009174607155
25.7333333333332,389.203535958723
25.7999999999999,389.555727388818
25.8666666666665,391.71407625033
25.9333333333332,396.298343243618
25.9999999999999,397.674558136893
26.0666666666665,394.967933927676
26.1333333333332,389.424103360805
26.1999999999999,382.112768526886
26.2666666666665,375.93161193884
26.3333333333332,372.639473843739
26.3999999999999,370.456741121667
26.4666666666665,369.341901161702
26.5333333333332,370.367930433546
26.6,375.312250159287
