"Time [ms]","CoreLoss [mW]"
0,0
0.05,2.63608282919317
0.1,2.81553357353396
0.15,2.7906716191926
0.2,2.6625141208679
0.25,2.48769209785046
0.3,2.29459052034153
0.35,2.17600527808303
0.4,2.15144753780361
0.45,2.25783547259944
0.5,2.40858529907425
0.55,2.63949925494347
0.6,2.89588734602938
0.65,3.19921267163642
0.7,3.48701769861301
0.75,3.71306176322782
0.8,3.85001077047998
0.85,3.91550384754271
0.9,3.87145807750338
0.95,3.74234231721088
1,3.50218168311646
1.05,3.20509643233516
1.1,2.91479182326291
1.15,2.65477952217308
1.2,2.48946568104155
1.25,2.45639380546453
1.3,2.52289200471791
1.35,2.66335220235837
1.4,2.8789747876931
1.45,3.14351443417123
1.5,3.42887331754913
1.55,3.68323512954909
1.6,3.86786047677987
1.65,3.95106067552133
1.7,3.97710304404205
1.75,3.88225419529102
1.8,3.68675222332927
1.85,3.41739730537778
1.9,3.1138787617209
1.95,2.81964102363287
2,2.59158481591209
2.05,2.46107597767516
2.1,2.4770343878868
2.15,2.55396181013165
2.2,2.73511803967616
2.25,2.96348217794221
2.3,3.24641665930766
2.35,3.51941492728697
2.4,3.75136044670729
2.45,3.90346187261564
2.5,3.96124174115492
2.55,3.94061968508154
2.6,3.81102828816824
2.65,3.57628160155871
2.7,3.28230996131721
2.75,2.98894895327123
2.8,2.7031614452622
2.85,2.51190378905414
2.9,2.4322390042623
2.95,2.49284133540403
3,2.60899381124972
3.05,2.81876849832102
3.1,3.06611747701837
3.15,3.36550695638803
3.2,3.64551766127377
3.25,3.86100621867566
3.3,3.98005562951058
3.35,4.02278223324924
3.4,3.95072833323168
3.45,3.80093208498839
3.5,3.54383042125242
3.55,3.22594000832045
3.6,2.92168127234691
3.65,2.65026647544831
3.7,2.48128563701305
3.75,2.45654224810951
3.8,2.53400276242518
3.85,2.67662596503786
3.9,2.8924002532952
3.95,3.17436774190531
4,3.48339077832249
4.05,3.75370264137269
4.1,3.94574484999788
4.15,4.03578176635026
4.2,4.06419340652742
4.25,3.97995775068161
4.3,3.78951129136685
4.35,3.51668961272194
4.4,3.20162991866988
4.45,2.90029670475403
4.5,2.66646902465212
4.55,2.53767405675156
4.6,2.56418281245425
4.65,2.66109050908869
4.7,2.86486144878994
4.75,3.12200971915966
4.8,3.45408239226431
4.85,3.78759159426853
4.9,4.08653446628563
4.95,4.30766249780959
5,4.44195022840572
5.05,4.49709553790549
5.1,4.436484213646
5.15,4.25911547804117
5.2,4.00422741166415
5.25,3.73864342567524
5.3,3.46130622682695
5.35,3.25351431946743
5.4,3.15219714525873
5.44999999999999,3.1777982971221
5.49999999999999,3.25713789208568
5.54999999999999,3.4482618549657
5.59999999999999,3.70367952477986
5.64999999999999,4.0428560098437
5.69999999999999,4.37892278068494
5.74999999999999,4.65879062538419
